	Heater Time	Heater 6 	Heater 7	Heater 8	Heater 9	Heater 10	Heater 11	Heater 12	Heater 13	Heater 14	Heater 15	Heater 16	Heater 17	Program Time	MFC 1	MFC Time	Cycles Remaining	Recipe	Loop
	 0.0	152.6	150.4	178.4	200.6	152.6	75.1	25.9	26.1	942851.8	20.007	49.143	50	TiO2 - STANDARD	
	 2.1	152.7	150.5	178.5	200.7	152.6	75.2	25.9	26.1	942854.8	20.001	 2.682	50	TiO2 - STANDARD	
	 4.1	152.6	150.5	178.5	200.6	152.5	75.1	25.9	26.1	942857.8	20.001	 5.682	50	TiO2 - STANDARD	
	 8.1	152.6	150.5	178.6	200.7	152.5	75.1	25.9	26.1	942860.8	20.001	 8.681	50	TiO2 - STANDARD	
	10.1	152.6	150.6	178.6	200.8	152.6	75.1	25.9	26.1	942863.8	20.001	11.680	50	TiO2 - STANDARD	
	14.1	152.6	150.6	178.9	200.8	152.5	75.1	26.0	26.1	942866.8	20.016	14.681	50	TiO2 - STANDARD	
	16.1	152.6	150.7	179.2	200.9	152.5	75.1	25.9	26.1	942869.8	20.010	17.679	50	TiO2 - STANDARD	
	20.1	152.5	150.7	179.9	200.9	152.5	75.2	25.9	26.1	942872.8	20.004	20.681	50	TiO2 - STANDARD	
	22.1	152.5	150.7	180.3	201.0	152.5	75.1	25.9	26.1	942875.8	19.974	23.680	50	TiO2 - STANDARD	
	26.1	152.6	150.7	180.9	201.1	152.5	75.1	25.9	26.1	942878.8	20.010	26.679	50	TiO2 - STANDARD	
	28.1	152.5	150.8	181.0	201.2	152.5	75.1	25.9	26.1	942881.8	19.995	29.680	50	TiO2 - STANDARD	
	32.1	152.5	150.8	181.5	201.2	152.4	75.2	25.9	26.1	942884.8	20.001	32.681	50	TiO2 - STANDARD	
	34.1	152.5	150.8	181.7	201.2	152.4	75.2	25.9	26.1	942887.8	20.010	35.680	50	TiO2 - STANDARD	
	38.1	152.5	150.9	182.2	201.2	152.4	75.1	25.9	26.1	942890.8	20.010	38.680	50	TiO2 - STANDARD	
	40.1	152.4	150.9	182.5	201.2	152.4	75.1	25.9	26.1	942893.8	20.004	41.680	50	TiO2 - STANDARD	
	44.1	152.4	150.9	182.9	201.2	152.4	75.1	25.9	26.1	942896.8	20.007	44.681	50	TiO2 - STANDARD	
	46.1	152.4	151.0	183.0	201.4	152.4	75.2	25.9	26.1	942899.8	20.004	47.682	50	TiO2 - STANDARD	
	50.1	152.4	151.0	183.0	201.3	152.4	75.1	26.0	26.1	942902.8	19.998	50.681	50	TiO2 - STANDARD	
	52.1	152.4	151.0	182.9	201.4	152.4	75.1	26.0	26.1	942905.8	20.004	53.680	50	TiO2 - STANDARD	
	56.1	152.4	151.0	182.5	201.3	152.4	75.1	25.9	26.1	942908.8	20.007	56.680	50	TiO2 - STANDARD	
	58.1	152.4	151.1	182.2	201.4	152.3	75.1	25.9	26.1	942911.8	20.001	59.680	50	TiO2 - STANDARD	
	62.1	152.4	151.1	181.8	201.3	152.3	75.1	25.9	26.1	942914.8	20.004	62.679	50	TiO2 - STANDARD	
	64.1	152.4	151.1	181.7	201.3	152.3	75.1	26.0	26.1	942917.8	19.968	65.680	50	TiO2 - STANDARD	
	68.1	152.3	151.1	181.7	201.4	152.3	75.1	25.9	26.1	942920.8	19.971	68.680	50	TiO2 - STANDARD	
	70.1	152.3	151.1	181.9	201.4	152.3	75.1	25.9	26.1	942923.8	20.001	71.681	50	TiO2 - STANDARD	
	74.1	152.3	151.2	182.2	201.4	152.3	75.1	25.9	26.1	942926.8	20.044	74.680	50	TiO2 - STANDARD	
	76.1	152.3	151.2	182.4	201.3	152.3	75.1	26.0	26.1	942929.8	20.016	77.679	50	TiO2 - STANDARD	
	80.1	152.3	151.2	182.7	201.4	152.2	75.1	26.0	26.1	942932.8	20.010	80.681	50	TiO2 - STANDARD	
	82.1	152.3	151.2	182.9	201.4	152.3	75.1	26.0	26.1	942935.8	19.992	83.681	50	TiO2 - STANDARD	
	86.1	152.2	151.2	183.2	201.5	152.2	75.1	26.0	26.2	942938.8	20.010	86.681	50	TiO2 - STANDARD	
	88.1	152.2	151.2	183.3	201.5	152.2	75.1	26.0	26.1	942941.8	20.001	89.681	50	TiO2 - STANDARD	
