	Heater Time	Heater 6 	Heater 7	Heater 8	Heater 9	Heater 10	Heater 11	Heater 12	Heater 13	Heater 14	Heater 15	Heater 16	Heater 17	Program Time	MFC 1	MFC Time	Cycles Remaining	Recipe	Loop
	 0.6	97.5	89.4	123.8	140.7	101.7	79.7	27.1	27.6	947603.8	19.959	 2.185	100	100c_tio2	
	 4.6	97.4	89.2	123.5	140.6	101.6	79.5	27.1	27.6	947606.8	19.986	 5.185	100	100c_tio2	
	 6.6	97.4	89.2	123.4	140.6	101.6	79.5	27.1	27.6	947609.8	20.029	 8.185	100	100c_tio2	
	10.6	97.2	89.1	123.2	140.6	101.5	79.5	27.1	27.6	947612.8	19.992	11.187	100	100c_tio2	
	12.6	97.2	89.0	123.2	140.5	101.5	79.4	27.1	27.6	947615.8	19.992	14.186	100	100c_tio2	
	16.6	97.1	88.9	123.1	140.4	101.4	79.3	27.0	27.6	947618.8	19.983	17.185	100	100c_tio2	
	18.6	97.1	88.9	123.0	140.4	101.4	79.3	27.1	27.6	947621.8	19.992	20.187	100	100c_tio2	
	22.6	97.0	88.8	122.7	140.4	101.3	79.2	27.0	27.6	947624.8	19.989	23.187	100	100c_tio2	
	24.6	97.0	88.7	122.5	140.3	101.3	79.1	27.1	27.6	947627.8	19.998	26.187	100	100c_tio2	
	28.6	96.9	88.6	122.1	140.2	101.2	79.1	27.1	27.6	947630.8	19.998	29.185	100	100c_tio2	
	30.6	96.8	88.5	122.0	140.2	101.1	79.0	27.1	27.6	947633.8	19.998	32.185	100	100c_tio2	
	34.6	96.8	88.5	121.7	140.0	101.1	79.0	27.1	27.6	947636.8	19.992	35.186	100	100c_tio2	
	36.6	96.7	88.4	121.6	140.0	101.0	78.9	27.0	27.6	947639.8	19.995	38.185	100	100c_tio2	
	40.6	96.6	88.3	121.2	139.9	101.0	78.9	27.1	27.6	947642.8	19.986	41.185	100	100c_tio2	
	42.6	96.6	88.2	120.9	139.8	101.0	78.8	27.1	27.6	947645.8	19.992	44.187	100	100c_tio2	
	46.6	96.5	88.2	120.5	139.7	100.9	78.7	27.1	27.6	947648.8	19.992	47.187	100	100c_tio2	
	48.6	96.4	88.1	120.3	139.7	100.9	78.7	27.1	27.6	947651.8	19.992	50.187	100	100c_tio2	
	52.6	96.4	87.9	119.9	139.5	100.8	78.6	27.1	27.6	947654.8	19.992	53.187	100	100c_tio2	
	54.6	96.3	87.9	119.7	139.5	100.7	78.6	27.1	27.6	947657.8	19.992	56.186	100	100c_tio2	
	58.6	96.3	87.8	119.5	139.3	100.6	78.5	27.0	27.6	947660.8	19.986	59.185	100	100c_tio2	
	60.6	96.2	87.7	119.5	139.3	100.7	78.5	27.0	27.6	947663.8	19.986	62.186	100	100c_tio2	
	64.6	96.1	87.6	119.4	139.2	100.6	78.4	27.1	27.6	947666.8	20.001	65.187	100	100c_tio2	
	66.6	96.1	87.5	119.2	139.2	100.5	78.4	27.1	27.6	947669.8	20.029	68.186	100	100c_tio2	
	70.6	96.0	87.4	118.8	139.1	100.4	78.3	27.1	27.6	947672.8	19.989	71.187	100	100c_tio2	
	72.6	96.0	87.4	118.6	139.1	100.4	78.3	27.1	27.6	947675.8	19.989	74.188	100	100c_tio2	
	76.6	95.9	87.2	118.1	139.0	100.3	78.2	27.1	27.6	947678.8	19.992	77.185	100	100c_tio2	
	78.6	95.9	87.2	118.0	138.9	100.3	78.2	27.1	27.6	947681.8	19.989	80.187	100	100c_tio2	
	82.6	95.8	87.0	117.7	138.8	100.3	78.1	27.0	27.6	947684.8	19.986	83.185	100	100c_tio2	
	84.6	95.7	87.0	117.6	138.8	100.2	78.1	27.1	27.6	947687.8	19.983	86.185	100	100c_tio2	
	88.6	95.6	86.9	117.4	138.7	100.1	78.0	27.1	27.6	947690.8	19.992	89.187	100	100c_tio2	
	90.6	95.6	86.8	117.2	138.6	100.1	78.0	27.1	27.6	947693.8	19.995	92.186	100	100c_tio2	
	94.6	95.5	86.7	117.0	138.5	100.0	77.9	27.0	27.6	947696.8	19.998	95.187	100	100c_tio2	
	96.6	95.5	86.7	116.8	138.5	100.0	77.9	27.0	27.6	947699.8	19.986	98.187	100	100c_tio2	
	100.6	95.5	86.5	116.7	138.3	99.9	77.8	27.1	27.6	947702.8	19.986	101.186	100	100c_tio2	
