	RF Time	For Pwr (W) 	Refl Pwr (W)	Cycles Remaining	Recipe	Loop
	1428.4	300.0	 0.0	20	Plasma SiO2 - standard	
	1431.4	300.0	 0.0	20	Plasma SiO2 - standard	
	1434.4	300.0	 0.0	20	Plasma SiO2 - standard	
	1437.4	300.0	 0.0	20	Plasma SiO2 - standard	
	1440.4	 0.0	 0.0	20	Plasma SiO2 - standard	
	1443.4	 0.0	 0.0	20	Plasma SiO2 - standard	
	1446.4	 0.0	 0.0	19	Plasma SiO2 - standard	
	1449.4	 0.0	 0.0	19	Plasma SiO2 - standard	
	1452.4	 0.0	 0.0	19	Plasma SiO2 - standard	
	1455.4	63.0	18.0	19	Plasma SiO2 - standard	
	1458.4	300.0	 0.0	19	Plasma SiO2 - standard	
	1461.4	300.0	 0.0	19	Plasma SiO2 - standard	
	1464.4	300.0	 0.0	19	Plasma SiO2 - standard	
	1467.4	300.0	 0.0	19	Plasma SiO2 - standard	
	1470.4	300.0	 0.0	19	Plasma SiO2 - standard	
	1473.4	300.0	 0.0	19	Plasma SiO2 - standard	
	1476.4	 0.0	 0.0	19	Plasma SiO2 - standard	
	1479.4	 0.0	 0.0	19	Plasma SiO2 - standard	
	1482.4	 0.0	 0.0	18	Plasma SiO2 - standard	
	1485.4	 0.0	 0.0	18	Plasma SiO2 - standard	
	1488.4	 0.0	 0.0	18	Plasma SiO2 - standard	
	1491.4	60.0	50.0	18	Plasma SiO2 - standard	
	1494.4	300.0	 0.0	18	Plasma SiO2 - standard	
	1497.4	300.0	 0.0	18	Plasma SiO2 - standard	
	1500.4	300.0	 0.0	18	Plasma SiO2 - standard	
	1503.4	300.0	 0.0	18	Plasma SiO2 - standard	
	1506.4	300.0	 0.0	18	Plasma SiO2 - standard	
	1509.4	300.0	 0.0	18	Plasma SiO2 - standard	
	1512.4	 0.0	 0.0	18	Plasma SiO2 - standard	
	1515.4	 0.0	 0.0	18	Plasma SiO2 - standard	
	1518.4	 0.0	 0.0	17	Plasma SiO2 - standard	
	1521.4	 0.0	 0.0	17	Plasma SiO2 - standard	
	1524.4	 0.0	 0.0	17	Plasma SiO2 - standard	
	1527.4	 0.0	 0.0	17	Plasma SiO2 - standard	
	1530.4	300.0	 0.0	17	Plasma SiO2 - standard	
	1533.4	300.0	 0.0	17	Plasma SiO2 - standard	
	1536.4	300.0	 0.0	17	Plasma SiO2 - standard	
	1539.4	300.0	 0.0	17	Plasma SiO2 - standard	
	1542.4	300.0	 0.0	17	Plasma SiO2 - standard	
	1545.4	300.0	 0.0	17	Plasma SiO2 - standard	
	1548.4	 0.0	 0.0	17	Plasma SiO2 - standard	
	1551.4	 0.0	 0.0	17	Plasma SiO2 - standard	
	1554.4	 0.0	 0.0	16	Plasma SiO2 - standard	
	1557.4	 0.0	 0.0	16	Plasma SiO2 - standard	
	1560.4	 0.0	 0.0	16	Plasma SiO2 - standard	
	1563.4	 0.0	 0.0	16	Plasma SiO2 - standard	
	1566.4	300.0	 0.0	16	Plasma SiO2 - standard	
	1569.4	300.0	 0.0	16	Plasma SiO2 - standard	
	1572.4	300.0	 0.0	16	Plasma SiO2 - standard	
	1575.4	300.0	 0.0	16	Plasma SiO2 - standard	
	1578.4	300.0	 0.0	16	Plasma SiO2 - standard	
	1581.4	300.0	 0.0	16	Plasma SiO2 - standard	
	1584.4	 0.0	 0.0	16	Plasma SiO2 - standard	
	1587.4	 0.0	 0.0	16	Plasma SiO2 - standard	
	1590.4	 0.0	 0.0	15	Plasma SiO2 - standard	
	1593.4	 0.0	 0.0	15	Plasma SiO2 - standard	
	1596.4	 0.0	 0.0	15	Plasma SiO2 - standard	
	1599.4	 0.0	 0.0	15	Plasma SiO2 - standard	
	1602.4	300.0	 0.0	15	Plasma SiO2 - standard	
	1605.4	300.0	 0.0	15	Plasma SiO2 - standard	
	1608.4	300.0	 0.0	15	Plasma SiO2 - standard	
	1611.4	300.0	 0.0	15	Plasma SiO2 - standard	
	1614.4	300.0	 0.0	15	Plasma SiO2 - standard	
	1617.4	300.0	 0.0	15	Plasma SiO2 - standard	
	1620.4	 0.0	 0.0	15	Plasma SiO2 - standard	
	1623.4	 0.0	 0.0	15	Plasma SiO2 - standard	
	1626.4	 0.0	 0.0	14	Plasma SiO2 - standard	
	1629.4	 0.0	 0.0	14	Plasma SiO2 - standard	
	1632.4	 0.0	 0.0	14	Plasma SiO2 - standard	
	1635.4	 0.0	 0.0	14	Plasma SiO2 - standard	
	1638.4	300.0	 1.0	14	Plasma SiO2 - standard	
	1641.4	300.0	 0.0	14	Plasma SiO2 - standard	
	1644.4	300.0	 0.0	14	Plasma SiO2 - standard	
	1647.4	300.0	 0.0	14	Plasma SiO2 - standard	
	1650.4	300.0	 0.0	14	Plasma SiO2 - standard	
	1653.4	300.0	 0.0	14	Plasma SiO2 - standard	
	1656.4	 0.0	 0.0	14	Plasma SiO2 - standard	
	1659.4	 0.0	 0.0	14	Plasma SiO2 - standard	
	1662.4	 0.0	 0.0	13	Plasma SiO2 - standard	
	1665.4	 0.0	 0.0	13	Plasma SiO2 - standard	
	1668.4	 0.0	 0.0	13	Plasma SiO2 - standard	
	1671.4	 0.0	 0.0	13	Plasma SiO2 - standard	
	1674.4	300.0	 0.0	13	Plasma SiO2 - standard	
	1677.4	300.0	 0.0	13	Plasma SiO2 - standard	
	1680.4	300.0	 0.0	13	Plasma SiO2 - standard	
	1683.4	300.0	 0.0	13	Plasma SiO2 - standard	
	1686.4	300.0	 0.0	13	Plasma SiO2 - standard	
	1689.4	300.0	 0.0	13	Plasma SiO2 - standard	
	1692.4	 0.0	 0.0	13	Plasma SiO2 - standard	
	1695.4	 0.0	 0.0	13	Plasma SiO2 - standard	
	1698.4	 0.0	 0.0	12	Plasma SiO2 - standard	
	1701.4	 0.0	 0.0	12	Plasma SiO2 - standard	
	1704.4	 0.0	 0.0	12	Plasma SiO2 - standard	
	1707.4	 0.0	 0.0	12	Plasma SiO2 - standard	
	1710.4	300.0	11.0	12	Plasma SiO2 - standard	
	1713.4	300.0	 0.0	12	Plasma SiO2 - standard	
	1716.4	300.0	 0.0	12	Plasma SiO2 - standard	
	1719.4	300.0	 0.0	12	Plasma SiO2 - standard	
	1722.4	300.0	 0.0	12	Plasma SiO2 - standard	
	1725.4	300.0	 0.0	12	Plasma SiO2 - standard	
	1728.4	 0.0	 0.0	12	Plasma SiO2 - standard	
	1731.4	 0.0	 0.0	12	Plasma SiO2 - standard	
	1734.4	 0.0	 0.0	11	Plasma SiO2 - standard	
	1737.4	 0.0	 0.0	11	Plasma SiO2 - standard	
	1740.4	 0.0	 0.0	11	Plasma SiO2 - standard	
	1743.4	 0.0	 0.0	11	Plasma SiO2 - standard	
	1746.4	314.0	 0.0	11	Plasma SiO2 - standard	
	1749.4	300.0	 0.0	11	Plasma SiO2 - standard	
	1752.4	300.0	 0.0	11	Plasma SiO2 - standard	
	1755.4	300.0	 0.0	11	Plasma SiO2 - standard	
	1758.4	300.0	 0.0	11	Plasma SiO2 - standard	
	1761.4	300.0	 0.0	11	Plasma SiO2 - standard	
	1764.4	300.0	 0.0	11	Plasma SiO2 - standard	
	1767.4	 0.0	 0.0	11	Plasma SiO2 - standard	
	1770.4	 0.0	 0.0	10	Plasma SiO2 - standard	
	1773.4	 0.0	 0.0	10	Plasma SiO2 - standard	
	1776.4	 0.0	 0.0	10	Plasma SiO2 - standard	
	1779.4	 0.0	 0.0	10	Plasma SiO2 - standard	
	1782.4	319.0	15.0	10	Plasma SiO2 - standard	
	1785.4	300.0	 0.0	10	Plasma SiO2 - standard	
	1788.4	300.0	 0.0	10	Plasma SiO2 - standard	
	1791.4	300.0	 0.0	10	Plasma SiO2 - standard	
	1794.4	300.0	 0.0	10	Plasma SiO2 - standard	
	1797.4	300.0	 0.0	10	Plasma SiO2 - standard	
	1800.4	300.0	 0.0	10	Plasma SiO2 - standard	
	1803.4	 0.0	 0.0	10	Plasma SiO2 - standard	
	1806.4	 0.0	 0.0	9	Plasma SiO2 - standard	
	1809.4	 0.0	 0.0	9	Plasma SiO2 - standard	
	1812.4	 0.0	 0.0	9	Plasma SiO2 - standard	
	1815.4	 0.0	 0.0	9	Plasma SiO2 - standard	
	1818.4	314.0	 9.0	9	Plasma SiO2 - standard	
	1821.4	300.0	 0.0	9	Plasma SiO2 - standard	
	1824.4	300.0	 0.0	9	Plasma SiO2 - standard	
	1827.4	300.0	 0.0	9	Plasma SiO2 - standard	
	1830.4	300.0	 0.0	9	Plasma SiO2 - standard	
	1833.4	300.0	 0.0	9	Plasma SiO2 - standard	
	1836.4	300.0	 0.0	9	Plasma SiO2 - standard	
	1839.4	 0.0	 0.0	9	Plasma SiO2 - standard	
	1842.4	 0.0	 0.0	8	Plasma SiO2 - standard	
	1845.4	 0.0	 0.0	8	Plasma SiO2 - standard	
	1848.4	 0.0	 0.0	8	Plasma SiO2 - standard	
	1851.4	 0.0	 0.0	8	Plasma SiO2 - standard	
	1854.4	325.0	13.0	8	Plasma SiO2 - standard	
	1857.4	300.0	 0.0	8	Plasma SiO2 - standard	
	1860.4	300.0	 0.0	8	Plasma SiO2 - standard	
	1863.4	300.0	 0.0	8	Plasma SiO2 - standard	
	1866.4	300.0	 0.0	8	Plasma SiO2 - standard	
	1869.4	300.0	 0.0	8	Plasma SiO2 - standard	
	1872.4	300.0	 0.0	8	Plasma SiO2 - standard	
	1875.4	 0.0	 0.0	8	Plasma SiO2 - standard	
	1878.4	 0.0	 0.0	7	Plasma SiO2 - standard	
	1881.4	 0.0	 0.0	7	Plasma SiO2 - standard	
	1884.4	 0.0	 0.0	7	Plasma SiO2 - standard	
	1887.4	 0.0	 0.0	7	Plasma SiO2 - standard	
	1890.4	335.0	40.0	7	Plasma SiO2 - standard	
	1893.4	300.0	 0.0	7	Plasma SiO2 - standard	
	1896.4	300.0	 0.0	7	Plasma SiO2 - standard	
	1899.4	300.0	 0.0	7	Plasma SiO2 - standard	
	1902.4	300.0	 0.0	7	Plasma SiO2 - standard	
	1905.4	300.0	 0.0	7	Plasma SiO2 - standard	
	1908.4	300.0	 0.0	7	Plasma SiO2 - standard	
	1911.4	 0.0	 0.0	7	Plasma SiO2 - standard	
	1914.4	 0.0	 0.0	6	Plasma SiO2 - standard	
	1917.4	 0.0	 0.0	6	Plasma SiO2 - standard	
	1920.4	 0.0	 0.0	6	Plasma SiO2 - standard	
	1923.4	 0.0	 0.0	6	Plasma SiO2 - standard	
	1926.4	81.0	18.0	6	Plasma SiO2 - standard	
	1929.4	300.0	 0.0	6	Plasma SiO2 - standard	
	1932.4	300.0	 0.0	6	Plasma SiO2 - standard	
	1935.4	300.0	 0.0	6	Plasma SiO2 - standard	
	1938.4	300.0	 0.0	6	Plasma SiO2 - standard	
	1941.4	300.0	 0.0	6	Plasma SiO2 - standard	
	1944.4	300.0	 0.0	6	Plasma SiO2 - standard	
	1947.4	 0.0	 0.0	6	Plasma SiO2 - standard	
	1950.4	 0.0	 0.0	5	Plasma SiO2 - standard	
	1953.4	 0.0	 0.0	5	Plasma SiO2 - standard	
	1956.4	 0.0	 0.0	5	Plasma SiO2 - standard	
	1959.4	 0.0	 0.0	5	Plasma SiO2 - standard	
	1962.4	75.0	50.0	5	Plasma SiO2 - standard	
	1965.4	300.0	 0.0	5	Plasma SiO2 - standard	
	1968.4	300.0	 0.0	5	Plasma SiO2 - standard	
	1971.4	300.0	 0.0	5	Plasma SiO2 - standard	
	1974.4	300.0	 0.0	5	Plasma SiO2 - standard	
	1977.4	300.0	 0.0	5	Plasma SiO2 - standard	
	1980.4	300.0	 0.0	5	Plasma SiO2 - standard	
	1983.4	 0.0	 0.0	5	Plasma SiO2 - standard	
	1986.4	 0.0	 0.0	4	Plasma SiO2 - standard	
	1989.4	 0.0	 0.0	4	Plasma SiO2 - standard	
	1992.4	 0.0	 0.0	4	Plasma SiO2 - standard	
	1995.4	 0.0	 0.0	4	Plasma SiO2 - standard	
	1998.4	63.0	50.0	4	Plasma SiO2 - standard	
	2001.4	300.0	 0.0	4	Plasma SiO2 - standard	
	2004.4	300.0	 0.0	4	Plasma SiO2 - standard	
	2007.4	300.0	 0.0	4	Plasma SiO2 - standard	
	2010.4	300.0	 0.0	4	Plasma SiO2 - standard	
	2013.4	300.0	 0.0	4	Plasma SiO2 - standard	
	2016.4	300.0	 0.0	4	Plasma SiO2 - standard	
	2019.4	 0.0	 0.0	4	Plasma SiO2 - standard	
	2022.4	 0.0	 0.0	4	Plasma SiO2 - standard	
	2025.4	 0.0	 0.0	3	Plasma SiO2 - standard	
	2028.4	 0.0	 0.0	3	Plasma SiO2 - standard	
	2031.4	 0.0	 0.0	3	Plasma SiO2 - standard	
	2034.4	64.0	50.0	3	Plasma SiO2 - standard	
	2037.4	300.0	 0.0	3	Plasma SiO2 - standard	
	2040.4	300.0	 0.0	3	Plasma SiO2 - standard	
	2043.4	300.0	 0.0	3	Plasma SiO2 - standard	
	2046.4	300.0	 0.0	3	Plasma SiO2 - standard	
	2049.4	300.0	 0.0	3	Plasma SiO2 - standard	
	2052.4	300.0	 0.0	3	Plasma SiO2 - standard	
	2055.4	 0.0	 0.0	3	Plasma SiO2 - standard	
	2058.4	 0.0	 0.0	3	Plasma SiO2 - standard	
	2061.4	 0.0	 0.0	2	Plasma SiO2 - standard	
	2064.4	 0.0	 0.0	2	Plasma SiO2 - standard	
	2067.4	 0.0	 0.0	2	Plasma SiO2 - standard	
	2070.4	300.0	 0.0	2	Plasma SiO2 - standard	
	2073.4	300.0	 0.0	2	Plasma SiO2 - standard	
	2076.4	300.0	 0.0	2	Plasma SiO2 - standard	
	2079.4	300.0	 0.0	2	Plasma SiO2 - standard	
	2082.4	300.0	 0.0	2	Plasma SiO2 - standard	
	2085.4	300.0	 0.0	2	Plasma SiO2 - standard	
	2088.4	300.0	 0.0	2	Plasma SiO2 - standard	
	2091.4	 0.0	 0.0	2	Plasma SiO2 - standard	
	2094.4	 0.0	 0.0	2	Plasma SiO2 - standard	
	2097.4	 0.0	 0.0	1	Plasma SiO2 - standard	
	2100.4	 0.0	 0.0	1	Plasma SiO2 - standard	
	2103.4	 0.0	 0.0	1	Plasma SiO2 - standard	
	2106.4	60.0	50.0	1	Plasma SiO2 - standard	
	2109.4	300.0	 0.0	1	Plasma SiO2 - standard	
	2112.4	300.0	 0.0	1	Plasma SiO2 - standard	
	2115.4	300.0	 0.0	1	Plasma SiO2 - standard	
	2118.4	300.0	 0.0	1	Plasma SiO2 - standard	
	2121.4	300.0	 0.0	1	Plasma SiO2 - standard	
	2124.4	300.0	 0.0	1	Plasma SiO2 - standard	
	2127.4	 0.0	 0.0	1	Plasma SiO2 - standard	
	2130.4	 0.0	 0.0	1	Plasma SiO2 - standard	
