	Heater Time	Heater 6 	Heater 7	Heater 8	Heater 9	Heater 10	Heater 11	Heater 12	Heater 13	Heater 14	Heater 15	Heater 16	Heater 17	Program Time	MFC 1	MFC Time	Cycles Remaining	Recipe	Loop
	428.3	200.0	199.5	200.0	200.2	36.1	54.2	27.5	 0.0	 0.0	28.1	 0.0	 0.0	766391.8	29.926	429.091	180	Thermal Al2O3 STANDARD	
	430.3	199.9	199.5	200.0	200.1	36.2	54.2	27.5	 0.0	 0.0	28.1	 0.0	 0.0	766394.8	29.913	432.091	180	Thermal Al2O3 STANDARD	
	434.3	200.0	199.5	200.0	200.1	36.2	54.1	27.5	 0.0	 0.0	28.1	 0.0	 0.0	766397.8	29.889	435.091	180	Thermal Al2O3 STANDARD	
	436.3	200.0	199.5	199.9	200.1	36.2	54.1	27.5	 0.0	 0.0	28.1	 0.0	 0.0	766400.8	29.919	438.091	180	Thermal Al2O3 STANDARD	
	440.3	199.9	199.5	199.9	200.1	36.1	54.1	27.5	 0.0	 0.0	28.1	 0.0	 0.0	766403.8	29.907	441.090	180	Thermal Al2O3 STANDARD	
	442.3	200.0	199.6	199.9	200.1	36.1	54.0	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766406.8	29.926	444.090	179	Thermal Al2O3 STANDARD	
	446.3	199.9	199.5	199.9	200.1	36.2	54.1	27.5	 0.0	 0.0	28.1	 0.0	 0.0	766409.8	29.901	447.092	179	Thermal Al2O3 STANDARD	
	448.3	199.9	199.5	199.9	200.2	36.1	54.0	27.5	 0.0	 0.0	28.1	 0.0	 0.0	766412.8	29.895	450.091	179	Thermal Al2O3 STANDARD	
	452.3	199.9	199.6	199.9	200.1	36.1	54.0	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766415.8	29.907	453.091	179	Thermal Al2O3 STANDARD	
	454.3	200.0	199.6	200.0	200.1	36.1	54.0	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766418.8	29.883	456.091	179	Thermal Al2O3 STANDARD	
	458.3	200.0	199.6	200.0	200.1	36.1	53.9	27.5	 0.0	 0.0	28.1	 0.0	 0.0	766421.8	29.926	459.090	179	Thermal Al2O3 STANDARD	
	460.3	199.9	199.6	200.0	200.1	36.1	53.9	27.5	 0.0	 0.0	28.1	 0.0	 0.0	766424.8	29.901	462.091	179	Thermal Al2O3 STANDARD	
	464.3	200.0	199.4	199.9	200.2	36.1	53.9	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766427.8	29.883	465.091	178	Thermal Al2O3 STANDARD	
	466.3	199.9	199.6	199.9	200.1	36.1	53.9	27.5	 0.0	 0.0	28.1	 0.0	 0.0	766430.8	29.871	468.091	178	Thermal Al2O3 STANDARD	
	470.3	199.9	199.7	200.0	200.2	36.1	53.9	27.5	 0.0	 0.0	28.1	 0.0	 0.0	766433.8	29.901	471.092	178	Thermal Al2O3 STANDARD	
	472.3	199.9	199.6	199.9	200.1	36.1	53.8	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766436.8	29.895	474.091	178	Thermal Al2O3 STANDARD	
	476.3	199.7	199.4	199.8	199.9	36.1	53.7	27.4	 0.0	 0.0	28.1	 0.0	 0.0	766439.8	29.932	477.090	178	Thermal Al2O3 STANDARD	
	478.3	200.0	199.7	200.0	200.1	36.1	53.8	27.5	 0.0	 0.0	28.1	 0.0	 0.0	766442.8	29.889	480.090	178	Thermal Al2O3 STANDARD	
	482.3	199.9	199.7	200.0	200.1	36.1	53.8	27.5	 0.0	 0.0	28.1	 0.0	 0.0	766445.8	29.919	483.091	178	Thermal Al2O3 STANDARD	
	484.3	200.0	199.8	200.0	200.2	36.1	53.8	27.5	 0.0	 0.0	28.1	 0.0	 0.0	766448.8	29.950	486.092	177	Thermal Al2O3 STANDARD	
	488.3	200.1	199.9	200.1	200.3	36.2	53.8	27.5	 0.0	 0.0	28.1	 0.0	 0.0	766451.8	29.913	489.091	177	Thermal Al2O3 STANDARD	
	490.3	200.0	199.7	199.9	200.1	36.1	53.7	27.5	 0.0	 0.0	28.1	 0.0	 0.0	766454.8	29.895	492.091	177	Thermal Al2O3 STANDARD	
	494.3	199.9	199.7	199.9	200.1	36.1	53.7	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766457.8	29.926	495.090	177	Thermal Al2O3 STANDARD	
	496.3	200.1	199.8	200.0	200.2	36.1	53.7	27.5	 0.0	 0.0	28.1	 0.0	 0.0	766460.8	29.932	498.090	177	Thermal Al2O3 STANDARD	
	500.3	199.9	199.8	199.9	200.1	36.2	53.7	27.6	 0.0	 0.0	28.1	 0.0	 0.0	766463.8	29.944	501.091	177	Thermal Al2O3 STANDARD	
	502.3	200.0	199.7	199.9	200.2	36.2	53.6	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766466.8	29.871	504.091	177	Thermal Al2O3 STANDARD	
	506.3	200.0	199.8	200.0	200.1	36.1	53.6	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766469.8	29.901	507.091	176	Thermal Al2O3 STANDARD	
	508.3	200.0	199.9	200.0	200.1	36.2	53.6	27.5	 0.0	 0.0	28.1	 0.0	 0.0	766472.8	29.938	510.092	176	Thermal Al2O3 STANDARD	
	512.3	199.9	199.9	200.2	200.4	36.2	53.6	27.5	 0.0	 0.0	28.1	 0.0	 0.0	766475.8	29.932	513.090	176	Thermal Al2O3 STANDARD	
	514.3	199.9	199.8	200.0	200.1	36.1	53.5	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766478.8	29.895	516.091	176	Thermal Al2O3 STANDARD	
	518.3	200.0	199.9	200.0	200.2	36.2	53.5	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766481.8	29.877	519.091	176	Thermal Al2O3 STANDARD	
	520.3	199.9	199.9	200.1	200.1	36.2	53.5	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766484.8	29.865	522.091	176	Thermal Al2O3 STANDARD	
	524.3	200.0	199.9	200.0	200.1	36.1	53.4	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766487.8	29.913	525.091	176	Thermal Al2O3 STANDARD	
	526.3	200.0	199.9	200.0	200.2	36.1	53.4	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766490.8	29.901	528.090	175	Thermal Al2O3 STANDARD	
	530.3	199.9	199.9	199.9	200.0	36.1	53.4	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766493.8	29.907	531.090	175	Thermal Al2O3 STANDARD	
	532.3	200.2	200.2	200.2	200.3	36.2	53.5	27.5	 0.0	 0.0	28.1	 0.0	 0.0	766496.8	29.926	534.091	175	Thermal Al2O3 STANDARD	
	536.3	199.8	199.8	199.9	200.1	36.1	53.3	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766499.8	29.877	537.091	175	Thermal Al2O3 STANDARD	
	538.3	200.1	200.0	200.1	200.1	36.2	53.3	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766502.8	29.871	540.091	175	Thermal Al2O3 STANDARD	
	542.3	200.0	199.9	199.9	200.1	36.1	53.3	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766505.8	29.932	543.091	175	Thermal Al2O3 STANDARD	
	544.3	200.0	200.0	199.9	200.1	36.1	53.3	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766508.8	29.956	546.090	175	Thermal Al2O3 STANDARD	
	548.3	199.9	199.9	199.9	200.1	36.1	53.2	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766511.8	29.919	549.090	174	Thermal Al2O3 STANDARD	
	550.3	199.9	200.0	200.0	200.1	36.1	53.2	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766514.8	29.919	552.091	174	Thermal Al2O3 STANDARD	
	554.3	199.9	199.9	199.9	200.0	36.1	53.2	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766517.8	29.883	555.091	174	Thermal Al2O3 STANDARD	
	556.3	199.8	199.8	199.7	199.9	36.1	53.1	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766520.8	29.932	558.091	174	Thermal Al2O3 STANDARD	
	560.3	200.0	200.0	200.0	200.1	36.1	53.1	27.4	 0.0	 0.0	28.1	 0.0	 0.0	766523.8	29.889	561.091	174	Thermal Al2O3 STANDARD	
	562.3	200.0	200.0	200.0	200.1	36.2	53.2	27.5	 0.0	 0.0	28.1	 0.0	 0.0	766526.8	29.932	564.090	174	Thermal Al2O3 STANDARD	
	566.3	200.0	200.0	199.9	200.1	36.1	53.1	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766529.8	29.919	567.090	173	Thermal Al2O3 STANDARD	
	568.3	200.0	200.0	199.9	200.1	36.1	53.1	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766532.8	29.913	570.091	173	Thermal Al2O3 STANDARD	
	572.3	199.9	200.0	199.9	200.1	36.1	53.1	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766535.8	29.901	573.091	173	Thermal Al2O3 STANDARD	
	574.3	199.9	200.1	199.9	200.1	36.1	53.0	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766538.8	29.950	576.091	173	Thermal Al2O3 STANDARD	
	578.3	200.0	200.0	200.0	200.1	36.1	53.0	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766541.8	29.919	579.091	173	Thermal Al2O3 STANDARD	
	580.3	200.0	200.1	200.0	200.1	36.1	53.0	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766544.8	29.987	582.090	173	Thermal Al2O3 STANDARD	
	584.3	200.0	200.0	199.9	200.1	36.1	53.0	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766547.8	29.919	585.090	173	Thermal Al2O3 STANDARD	
	586.3	199.8	200.1	200.0	200.1	36.1	52.9	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766550.8	29.889	588.091	172	Thermal Al2O3 STANDARD	
	590.3	200.0	200.1	200.0	200.1	36.1	52.9	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766553.8	29.938	591.091	172	Thermal Al2O3 STANDARD	
	592.3	200.0	200.1	200.0	200.0	36.1	52.9	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766556.8	29.926	594.092	172	Thermal Al2O3 STANDARD	
	596.3	200.0	200.0	199.8	199.9	36.0	52.8	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766559.8	29.907	597.091	172	Thermal Al2O3 STANDARD	
	598.3	200.0	200.2	200.1	200.1	36.1	52.7	27.3	 0.0	 0.0	27.9	 0.0	 0.0	766562.8	29.919	600.090	172	Thermal Al2O3 STANDARD	
	602.3	200.0	200.2	200.0	200.1	36.1	52.8	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766565.8	29.895	603.090	172	Thermal Al2O3 STANDARD	
	604.3	199.8	200.0	199.9	199.9	36.0	52.8	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766568.8	29.901	606.091	172	Thermal Al2O3 STANDARD	
	608.3	200.0	200.1	200.0	200.1	36.1	52.8	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766571.8	29.938	609.091	171	Thermal Al2O3 STANDARD	
	610.3	200.0	200.2	200.0	200.1	36.1	52.8	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766574.8	29.871	612.091	171	Thermal Al2O3 STANDARD	
	614.3	200.0	200.2	200.0	200.1	36.1	52.7	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766577.8	29.871	615.091	171	Thermal Al2O3 STANDARD	
	616.3	200.0	200.2	200.0	200.1	36.1	52.7	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766580.8	29.846	618.090	171	Thermal Al2O3 STANDARD	
	620.3	200.0	200.2	200.0	200.1	36.1	52.7	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766583.8	29.871	621.091	171	Thermal Al2O3 STANDARD	
	622.3	200.0	200.2	200.0	200.1	36.1	52.7	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766586.8	29.901	624.091	171	Thermal Al2O3 STANDARD	
	626.3	200.0	200.2	200.0	200.1	36.1	52.6	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766589.8	29.895	627.091	171	Thermal Al2O3 STANDARD	
	628.3	200.0	200.2	200.0	200.1	36.1	52.6	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766592.8	29.846	630.091	170	Thermal Al2O3 STANDARD	
	632.3	200.0	200.3	200.0	200.1	36.1	52.6	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766595.8	29.913	633.090	170	Thermal Al2O3 STANDARD	
	634.3	200.1	200.3	200.0	200.2	36.1	52.6	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766598.8	29.846	636.090	170	Thermal Al2O3 STANDARD	
	638.3	200.0	200.2	200.0	200.1	36.1	52.5	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766601.8	29.999	639.091	170	Thermal Al2O3 STANDARD	
	640.3	200.0	200.3	199.9	200.1	36.1	52.5	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766604.8	29.938	642.091	170	Thermal Al2O3 STANDARD	
	644.3	200.0	200.2	200.0	200.0	36.1	52.5	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766607.8	29.913	645.091	170	Thermal Al2O3 STANDARD	
	646.3	200.0	200.3	200.0	200.1	36.1	52.5	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766610.8	29.883	648.091	170	Thermal Al2O3 STANDARD	
	650.3	200.0	200.3	200.0	200.1	36.1	52.5	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766613.8	29.901	651.090	169	Thermal Al2O3 STANDARD	
	652.3	199.9	200.3	200.0	200.0	36.1	52.4	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766616.8	29.865	654.090	169	Thermal Al2O3 STANDARD	
	656.3	200.0	200.3	200.0	200.0	36.0	52.4	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766619.8	29.913	657.091	169	Thermal Al2O3 STANDARD	
	658.3	199.8	200.4	200.1	200.2	36.1	52.4	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766622.8	29.871	660.092	169	Thermal Al2O3 STANDARD	
	662.3	200.0	200.3	200.0	200.1	36.0	52.3	27.3	 0.0	 0.0	27.9	 0.0	 0.0	766625.8	29.852	663.091	169	Thermal Al2O3 STANDARD	
	664.3	200.0	200.3	200.0	200.1	36.1	52.3	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766628.8	29.883	666.091	169	Thermal Al2O3 STANDARD	
	668.3	200.0	200.3	199.9	200.0	36.0	52.3	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766631.8	29.938	669.090	169	Thermal Al2O3 STANDARD	
	670.3	200.0	200.4	200.0	200.0	36.0	52.3	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766634.8	29.883	672.090	168	Thermal Al2O3 STANDARD	
	674.3	200.1	200.3	200.0	200.1	36.1	52.3	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766637.8	29.913	675.091	168	Thermal Al2O3 STANDARD	
	676.3	200.0	200.4	200.0	200.1	36.0	52.2	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766640.8	29.919	678.091	168	Thermal Al2O3 STANDARD	
	680.3	200.0	200.3	200.0	200.1	36.0	52.2	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766643.8	29.871	681.091	168	Thermal Al2O3 STANDARD	
	682.3	200.0	200.4	200.0	200.1	36.0	52.2	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766646.8	29.944	684.091	168	Thermal Al2O3 STANDARD	
	686.3	200.0	200.4	200.0	200.1	36.0	52.2	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766649.8	29.865	687.090	168	Thermal Al2O3 STANDARD	
	688.3	200.0	200.4	200.0	200.0	36.0	52.1	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766652.8	29.901	690.090	167	Thermal Al2O3 STANDARD	
	692.3	200.0	200.4	200.0	200.0	36.0	52.1	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766655.8	29.950	693.091	167	Thermal Al2O3 STANDARD	
	694.3	200.0	200.4	199.8	199.8	35.9	52.0	27.3	 0.0	 0.0	27.9	 0.0	 0.0	766658.8	29.883	696.091	167	Thermal Al2O3 STANDARD	
	698.3	200.1	200.5	200.1	200.1	36.0	52.1	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766661.8	29.846	699.091	167	Thermal Al2O3 STANDARD	
	700.3	200.0	200.4	200.0	200.1	36.0	52.1	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766664.8	29.907	702.091	167	Thermal Al2O3 STANDARD	
	704.3	199.9	200.4	200.0	200.1	35.9	51.9	27.3	 0.0	 0.0	27.9	 0.0	 0.0	766667.8	29.858	705.090	167	Thermal Al2O3 STANDARD	
	706.3	199.9	200.4	200.0	200.0	36.0	52.0	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766670.8	29.889	708.091	167	Thermal Al2O3 STANDARD	
	710.3	199.9	200.5	200.0	200.1	36.0	52.0	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766673.8	29.907	711.091	166	Thermal Al2O3 STANDARD	
	712.3	200.1	200.5	200.0	200.1	36.0	52.0	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766676.8	29.913	714.091	166	Thermal Al2O3 STANDARD	
	716.3	200.0	200.5	200.0	200.1	36.0	52.0	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766679.8	29.877	717.091	166	Thermal Al2O3 STANDARD	
	718.3	200.1	200.5	200.1	200.2	36.0	51.9	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766682.8	29.883	720.091	166	Thermal Al2O3 STANDARD	
	722.3	200.0	200.5	200.0	200.1	36.0	51.9	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766685.8	29.901	723.091	166	Thermal Al2O3 STANDARD	
	724.3	200.0	200.5	200.0	200.1	36.0	51.9	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766688.8	29.883	726.091	166	Thermal Al2O3 STANDARD	
	728.3	199.9	200.4	199.9	199.9	35.9	51.7	27.3	 0.0	 0.0	28.0	 0.0	 0.0	766691.8	29.913	729.091	166	Thermal Al2O3 STANDARD	
	730.3	199.9	200.3	199.9	200.0	35.9	51.8	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766694.8	29.883	732.091	165	Thermal Al2O3 STANDARD	
	734.3	200.0	200.5	200.0	200.1	36.0	51.8	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766697.8	29.883	735.091	165	Thermal Al2O3 STANDARD	
	736.3	200.0	200.5	200.1	200.1	36.0	51.8	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766700.8	29.846	738.090	165	Thermal Al2O3 STANDARD	
	740.3	200.0	200.5	200.0	200.0	36.0	51.8	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766703.8	29.871	741.090	165	Thermal Al2O3 STANDARD	
	742.3	200.0	200.5	200.0	200.0	36.0	51.7	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766706.8	29.883	744.091	165	Thermal Al2O3 STANDARD	
	746.3	200.0	200.6	200.0	200.0	36.0	51.7	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766709.8	29.956	747.091	165	Thermal Al2O3 STANDARD	
	748.3	200.0	200.5	200.0	200.1	35.9	51.7	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766712.8	29.907	750.091	165	Thermal Al2O3 STANDARD	
	752.3	200.0	200.5	200.0	200.1	36.0	51.7	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766715.8	29.877	753.091	164	Thermal Al2O3 STANDARD	
	754.3	200.2	200.7	200.1	200.0	36.0	51.7	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766718.8	29.846	756.090	164	Thermal Al2O3 STANDARD	
	758.3	200.0	200.5	200.1	200.1	36.0	51.7	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766721.8	29.858	759.090	164	Thermal Al2O3 STANDARD	
	760.3	200.0	200.5	200.0	200.1	36.0	51.6	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766724.8	29.913	762.091	164	Thermal Al2O3 STANDARD	
	764.3	200.0	200.5	200.0	200.1	36.0	51.6	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766727.8	29.889	765.091	164	Thermal Al2O3 STANDARD	
	766.3	200.0	200.5	200.0	200.0	36.0	51.6	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766730.8	29.962	768.091	164	Thermal Al2O3 STANDARD	
	770.3	200.0	200.6	200.0	200.0	36.0	51.5	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766733.8	29.919	771.091	164	Thermal Al2O3 STANDARD	
	772.3	200.0	200.5	200.1	200.1	36.0	51.5	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766736.8	29.865	774.090	163	Thermal Al2O3 STANDARD	
	776.3	200.0	200.5	200.0	200.1	36.0	51.5	27.5	 0.0	 0.0	28.0	 0.0	 0.0	766739.8	29.919	777.090	163	Thermal Al2O3 STANDARD	
	778.3	200.0	200.5	200.0	200.1	36.0	51.5	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766742.8	29.883	780.091	163	Thermal Al2O3 STANDARD	
	782.3	200.0	200.6	200.0	200.0	36.0	51.5	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766745.8	29.938	783.091	163	Thermal Al2O3 STANDARD	
	784.3	200.1	200.5	200.1	200.1	36.0	51.4	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766748.8	29.877	786.091	163	Thermal Al2O3 STANDARD	
	788.3	200.0	200.6	200.0	200.1	36.0	51.4	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766751.8	29.895	789.091	163	Thermal Al2O3 STANDARD	
	790.3	200.0	200.5	200.1	200.1	36.0	51.4	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766754.8	29.877	792.090	162	Thermal Al2O3 STANDARD	
	794.3	200.0	200.6	200.1	200.1	36.0	51.4	27.4	 0.0	 0.0	27.8	 0.0	 0.0	766757.8	29.871	795.090	162	Thermal Al2O3 STANDARD	
	796.3	200.0	200.6	200.0	200.1	36.0	51.4	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766760.8	29.889	798.091	162	Thermal Al2O3 STANDARD	
	800.3	199.9	200.6	200.0	200.1	36.0	51.3	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766763.8	29.883	801.091	162	Thermal Al2O3 STANDARD	
	802.3	200.0	200.6	200.0	200.0	36.0	51.3	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766766.8	29.858	804.091	162	Thermal Al2O3 STANDARD	
	806.3	200.0	200.6	200.0	200.1	36.0	51.3	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766769.8	29.877	807.091	162	Thermal Al2O3 STANDARD	
	808.3	199.8	200.5	200.0	200.1	35.9	51.2	27.3	 0.0	 0.0	27.8	 0.0	 0.0	766772.8	29.932	810.090	162	Thermal Al2O3 STANDARD	
	812.3	200.1	200.6	200.0	200.1	36.0	51.3	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766775.8	29.907	813.091	161	Thermal Al2O3 STANDARD	
	814.3	200.0	200.6	200.0	200.1	36.0	51.2	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766778.8	29.883	816.091	161	Thermal Al2O3 STANDARD	
	818.3	200.0	200.5	200.0	200.1	36.0	51.2	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766781.8	29.834	819.091	161	Thermal Al2O3 STANDARD	
	820.3	199.8	200.4	200.0	200.2	36.0	51.2	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766784.8	29.889	822.092	161	Thermal Al2O3 STANDARD	
	824.3	200.0	200.5	200.0	200.1	36.0	51.1	27.4	 0.0	 0.0	27.8	 0.0	 0.0	766787.8	29.913	825.090	161	Thermal Al2O3 STANDARD	
	826.3	200.0	200.5	200.0	200.0	36.0	51.1	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766790.8	29.913	828.090	161	Thermal Al2O3 STANDARD	
	830.3	200.0	200.6	199.9	200.1	36.0	51.1	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766793.8	29.938	831.091	161	Thermal Al2O3 STANDARD	
	832.3	200.0	200.6	200.0	200.0	36.0	51.1	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766796.8	29.913	834.091	160	Thermal Al2O3 STANDARD	
	836.3	199.9	200.6	200.0	200.0	36.0	51.1	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766799.8	29.883	837.092	160	Thermal Al2O3 STANDARD	
	838.3	200.0	200.6	200.0	200.0	36.0	51.0	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766802.8	29.932	840.091	160	Thermal Al2O3 STANDARD	
	842.3	200.0	200.5	200.0	200.0	36.0	51.0	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766805.8	29.828	843.090	160	Thermal Al2O3 STANDARD	
	844.3	200.0	200.7	200.0	200.1	36.0	51.0	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766808.8	29.907	846.090	160	Thermal Al2O3 STANDARD	
	848.3	200.0	200.7	200.1	200.2	36.0	51.0	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766811.8	29.944	849.091	160	Thermal Al2O3 STANDARD	
	850.3	200.0	200.6	200.0	200.1	36.0	51.0	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766814.8	29.926	852.091	160	Thermal Al2O3 STANDARD	
	854.3	200.0	200.6	199.8	200.0	36.0	50.9	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766817.8	29.919	855.091	159	Thermal Al2O3 STANDARD	
	856.3	200.0	200.6	200.0	200.1	36.0	50.9	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766820.8	29.938	858.091	159	Thermal Al2O3 STANDARD	
	860.3	200.0	200.6	200.0	200.0	36.0	50.9	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766823.8	29.907	861.090	159	Thermal Al2O3 STANDARD	
	862.3	200.0	200.5	200.0	200.0	35.9	50.9	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766826.8	29.877	864.090	159	Thermal Al2O3 STANDARD	
	866.3	200.0	200.6	200.1	200.1	36.0	50.8	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766829.8	29.944	867.092	159	Thermal Al2O3 STANDARD	
	868.3	200.0	200.6	200.0	200.1	36.0	50.8	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766832.8	29.907	870.091	159	Thermal Al2O3 STANDARD	
	872.3	200.1	200.6	200.1	200.1	36.0	50.8	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766835.8	29.919	873.091	159	Thermal Al2O3 STANDARD	
	874.3	200.1	200.6	200.0	200.0	36.0	50.8	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766838.8	29.944	876.091	158	Thermal Al2O3 STANDARD	
	878.3	200.0	200.6	200.0	200.1	36.0	50.8	27.4	 0.0	 0.0	27.9	 0.0	 0.0	766841.8	29.883	879.090	158	Thermal Al2O3 STANDARD	
	880.3	200.0	200.6	200.0	200.1	36.0	50.7	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766844.8	29.895	882.090	158	Thermal Al2O3 STANDARD	
	884.3	200.0	200.6	200.0	200.1	36.0	50.7	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766847.8	29.889	885.091	158	Thermal Al2O3 STANDARD	
	886.3	200.0	200.6	200.1	200.1	36.0	50.7	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766850.8	29.865	888.091	158	Thermal Al2O3 STANDARD	
	890.3	200.0	200.5	200.0	200.0	35.9	50.7	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766853.8	29.907	891.091	158	Thermal Al2O3 STANDARD	
	892.3	200.0	200.6	200.0	200.1	36.0	50.7	27.4	 0.0	 0.0	28.0	 0.0	 0.0	766856.8	29.877	894.091	158	Thermal Al2O3 STANDARD	
