	Heater Time	Heater 6 	Heater 7	Heater 8	Heater 9	Heater 10	Heater 11	Heater 12	Heater 13	Heater 14	Heater 15	Heater 16	Heater 17	Program Time	MFC 1	MFC Time	Cycles Remaining	Recipe	Loop
	 0.2	77.0	77.1	79.9	79.9	77.0	75.0	26.3	26.3	940472.8	 4.962	 0.842	20	ALD1 Pulse	
	 2.2	77.0	77.1	79.9	79.9	76.9	75.0	26.3	26.3	940475.8	 4.999	 3.841	20	ALD1 Pulse	
	 6.2	77.0	77.0	79.7	79.9	76.9	75.0	26.3	26.3	940478.8	20.032	 6.842	20	ALD1 Pulse	
	 8.2	77.0	77.1	79.7	79.9	77.0	75.0	26.3	26.3	940481.8	19.992	 9.841	20	ALD1 Pulse	
	12.2	77.0	77.1	79.8	79.9	77.0	75.0	26.3	26.3	940484.8	19.995	12.841	20	ALD1 Pulse	
	14.2	77.0	77.1	79.8	79.9	77.0	75.0	26.3	26.3	940487.8	19.995	15.842	20	ALD1 Pulse	
	18.2	77.0	77.0	79.7	79.9	77.0	75.0	26.3	26.3	940490.8	19.998	18.840	19	ALD1 Pulse	
	20.2	77.0	77.0	79.7	79.9	77.0	75.0	26.3	26.3	940493.8	20.001	21.841	19	ALD1 Pulse	
	24.2	77.0	77.0	79.8	79.9	77.0	75.0	26.3	26.3	940496.8	19.989	24.843	18	ALD1 Pulse	
	26.2	77.0	77.0	79.8	79.9	77.0	75.0	26.3	26.3	940499.8	19.989	27.841	18	ALD1 Pulse	
	30.2	77.0	77.0	79.9	79.9	77.1	75.0	26.3	26.3	940502.8	19.989	30.841	17	ALD1 Pulse	
	32.2	77.0	77.0	79.9	79.9	77.0	75.0	26.3	26.3	940505.8	19.989	33.841	17	ALD1 Pulse	
	36.2	77.0	77.0	79.9	79.9	77.1	75.0	26.3	26.3	940508.8	19.992	36.840	16	ALD1 Pulse	
	38.2	77.0	77.0	79.9	79.9	77.0	75.0	26.3	26.3	940511.8	19.995	39.840	16	ALD1 Pulse	
	42.2	77.0	77.0	79.8	79.9	77.0	75.0	26.3	26.3	940514.8	20.001	42.841	15	ALD1 Pulse	
	44.2	77.0	77.0	79.8	79.9	77.1	75.0	26.3	26.3	940517.8	19.992	45.842	15	ALD1 Pulse	
	48.2	77.0	77.0	79.8	79.9	77.1	75.0	26.3	26.3	940520.8	19.989	48.839	14	ALD1 Pulse	
	50.2	77.0	77.0	79.8	79.9	77.1	75.0	26.3	26.3	940523.8	19.983	51.840	14	ALD1 Pulse	
	54.2	77.0	77.0	79.7	79.9	77.1	75.0	26.3	26.3	940526.8	20.001	54.841	13	ALD1 Pulse	
