	Pressure Time	Pressure 	Cycles Remaining	Recipe	Loop
	 0.114	 0.323	20	ALD1 Pulse	
	 0.265	 0.328	20	ALD1 Pulse	
	 0.413	 0.327	20	ALD1 Pulse	
	 0.564	 0.327	20	ALD1 Pulse	
	 0.714	 0.322	20	ALD1 Pulse	
	 0.865	 0.322	20	ALD1 Pulse	
	 1.016	 0.323	20	ALD1 Pulse	
	 1.164	 0.322	20	ALD1 Pulse	
	 1.313	 0.322	20	ALD1 Pulse	
	 1.465	 0.322	20	ALD1 Pulse	
	 1.638	 0.325	20	ALD1 Pulse	
	 1.764	 0.323	20	ALD1 Pulse	
	 1.915	 0.323	20	ALD1 Pulse	
	 2.065	 0.322	20	ALD1 Pulse	
	 2.216	 0.323	20	ALD1 Pulse	
	 2.364	 0.322	20	ALD1 Pulse	
	 2.518	 0.322	20	ALD1 Pulse	
	 2.665	 0.323	20	ALD1 Pulse	
	 2.814	 0.323	20	ALD1 Pulse	
	 2.965	 0.322	20	ALD1 Pulse	
	 3.115	 0.323	20	ALD1 Pulse	
	 3.264	 0.324	20	ALD1 Pulse	
	 3.415	 0.323	20	ALD1 Pulse	
	 3.642	 0.325	20	ALD1 Pulse	
	 3.714	 0.323	20	ALD1 Pulse	
	 3.865	 0.323	20	ALD1 Pulse	
	 4.014	 0.323	20	ALD1 Pulse	
	 4.164	 0.323	20	ALD1 Pulse	
	 4.315	 0.323	20	ALD1 Pulse	
	 4.465	 0.323	20	ALD1 Pulse	
	 4.614	 0.323	20	ALD1 Pulse	
	 4.765	 0.323	20	ALD1 Pulse	
	 4.917	 0.323	20	ALD1 Pulse	
	 5.063	 0.323	20	ALD1 Pulse	
	 5.215	 0.323	20	ALD1 Pulse	
	 5.365	 0.323	20	ALD1 Pulse	
	 5.515	 0.323	20	ALD1 Pulse	
	 5.666	 0.323	20	ALD1 Pulse	
	 5.813	 0.324	20	ALD1 Pulse	
	 5.964	 0.323	20	ALD1 Pulse	
	 6.116	 0.324	20	ALD1 Pulse	
	 6.266	 0.323	20	ALD1 Pulse	
	 6.415	 0.323	20	ALD1 Pulse	
	 6.565	 0.324	20	ALD1 Pulse	
	 6.713	 0.324	20	ALD1 Pulse	
	 6.866	 0.323	20	ALD1 Pulse	
	 7.014	 0.323	20	ALD1 Pulse	
	 7.165	 0.324	20	ALD1 Pulse	
	 7.315	 0.324	20	ALD1 Pulse	
	 7.465	 0.323	20	ALD1 Pulse	
	 7.654	 0.324	20	ALD1 Pulse	
	 7.765	 0.323	20	ALD1 Pulse	
	 7.915	 0.323	20	ALD1 Pulse	
	 8.066	 0.323	20	ALD1 Pulse	
	 8.215	 0.323	20	ALD1 Pulse	
	 8.364	 0.322	20	ALD1 Pulse	
	 8.517	 0.323	20	ALD1 Pulse	
	 8.665	 0.322	20	ALD1 Pulse	
	 8.814	 0.322	20	ALD1 Pulse	
	 8.965	 0.322	20	ALD1 Pulse	
	 9.115	 0.322	20	ALD1 Pulse	
	 9.265	 0.322	20	ALD1 Pulse	
	 9.415	 0.322	20	ALD1 Pulse	
	 9.645	 0.324	20	ALD1 Pulse	
	 9.715	 0.322	20	ALD1 Pulse	
	 9.864	 0.322	20	ALD1 Pulse	
	10.014	 0.322	20	ALD1 Pulse	
	10.163	 0.322	20	ALD1 Pulse	
	10.317	 0.323	20	ALD1 Pulse	
	10.466	 0.483	20	ALD1 Pulse	
	10.615	 0.668	20	ALD1 Pulse	
	10.764	 0.839	20	ALD1 Pulse	
	10.914	 0.974	20	ALD1 Pulse	
	11.066	 1.056	20	ALD1 Pulse	
	11.215	 1.080	20	ALD1 Pulse	
	11.376	 1.016	20	ALD1 Pulse	
	11.516	 0.931	20	ALD1 Pulse	
	11.663	 0.866	20	ALD1 Pulse	
	11.816	 0.779	20	ALD1 Pulse	
	11.965	 0.734	20	ALD1 Pulse	
	12.113	 0.677	20	ALD1 Pulse	
	12.266	 0.631	20	ALD1 Pulse	
	12.414	 0.595	20	ALD1 Pulse	
	12.564	 0.561	20	ALD1 Pulse	
	12.715	 0.533	20	ALD1 Pulse	
	12.864	 0.497	20	ALD1 Pulse	
	13.015	 0.467	20	ALD1 Pulse	
	13.165	 0.441	20	ALD1 Pulse	
	13.315	 0.412	20	ALD1 Pulse	
	13.466	 0.392	20	ALD1 Pulse	
	13.647	 0.378	20	ALD1 Pulse	
	13.764	 0.370	20	ALD1 Pulse	
	13.914	 0.365	20	ALD1 Pulse	
	14.065	 0.356	20	ALD1 Pulse	
	14.213	 0.352	20	ALD1 Pulse	
	14.364	 0.352	19	ALD1 Pulse	
	14.519	 0.352	19	ALD1 Pulse	
	14.664	 0.348	19	ALD1 Pulse	
	14.815	 0.348	19	ALD1 Pulse	
	14.964	 0.348	19	ALD1 Pulse	
	15.115	 0.348	19	ALD1 Pulse	
	15.265	 0.348	19	ALD1 Pulse	
	15.416	 0.343	19	ALD1 Pulse	
	15.662	 0.344	19	ALD1 Pulse	
	15.717	 0.342	19	ALD1 Pulse	
	15.865	 0.348	19	ALD1 Pulse	
	16.014	 0.347	19	ALD1 Pulse	
	16.164	 0.347	19	ALD1 Pulse	
	16.315	 0.347	19	ALD1 Pulse	
	16.465	 0.347	19	ALD1 Pulse	
	16.614	 0.347	19	ALD1 Pulse	
	16.764	 0.365	19	ALD1 Pulse	
	16.915	 0.380	19	ALD1 Pulse	
	17.064	 0.395	19	ALD1 Pulse	
	17.215	 0.407	19	ALD1 Pulse	
	17.366	 0.411	19	ALD1 Pulse	
	17.514	 0.418	19	ALD1 Pulse	
	17.664	 0.419	19	ALD1 Pulse	
	17.816	 0.411	19	ALD1 Pulse	
	17.964	 0.400	19	ALD1 Pulse	
	18.115	 0.386	19	ALD1 Pulse	
	18.265	 0.376	19	ALD1 Pulse	
	18.414	 0.360	19	ALD1 Pulse	
	18.564	 0.351	19	ALD1 Pulse	
